Lien,Numéro Brevet,Titre,Date de publication,Mots-clés,Description,Domaine Technologique,Inventeurs,Titulaire du brevet,Statut du brevet,Résumé,Problème,Solution
https://patents.google.com/patent/US10319182B2,US10319182B2,Automatically identifying potentially fraudulent gaming accounts,2016-10-03,"example, embodiments,, method, mitigating, effects","
     In example embodiments, a method of mitigating the effects of fraudulent usage of game accounts is disclosed. One or more values stored in one or more fields of a row of a database table maintained by the game networking system are received. The one or more fields correspond to features of a game account that are relevant to determining whether the game account is potentially being used fraudulently. Based on a combination of the one or more values transgressing a threshold value, it is determined that the game account is potentially being used fraudulently. At least some use of the potentially fraudulent game account is automatically locked to mitigate the effect of the potentially-fraudulent use. 
   
   ",Télécommunications,Jia Wang,Zynga Inc,"Active, expires 2037-01-28",,,
https://patents.google.com/patent/US10319198B2,US10319198B2,Expedited checkout system through portable checkout units,2017-05-01,"expedited, checkout, system, allows, customer, generate","
     An expedited checkout system allows a customer to generate a virtual shopping list on a client application operating on the customer's mobile device, and expedite checkout from a store using the client application. While shopping within a store, a customer can temporarily secure a mobile device to a portable checkout unit that is attached to a shopping cart. The portable checkout unit can receive item identifiers from an item scanner and transmits item identifiers to the customer's mobile device. The customer's mobile device generates a virtual shopping list of the items collected by the customer and, when the customer is ready to check out of the store, the customer can select a checkout option presented on the mobile device. In response to receiving the checkout selection, the mobile device initiates a checkout transaction to check out the customer from the store. 
   
   ",Autre,"Francois Chaubard, Adriano Quiroga Garafulic",Focal Systems Inc,Active,,,
https://patents.google.com/patent/US10319209B2,US10319209B2,Method and system for motion analysis and fall prevention,2017-06-05,"system, method, motion, analysis,, fall, detection,","
     A system and method of motion analysis, fall detection, and fall prediction using machine learning and classifiers. A wearable motion sensor for collecting and transmitting motion data for use in a fall prediction model using features and parameters to classify the motion data and notify when a fall is emergent. Using machine learning, the fall prediction model can be created, implemented, evaluated, and it can evolve over time with additional data. The system and method can use individual data or pool data from various individuals for use in fall prediction. 
   
   ",Intelligence Artificielle,John Carlton-Foss,Individual,Active,,,
https://patents.google.com/patent/US10319220B2,US10319220B2,Control arrangement and control method,2017-04-27,"control, arrangement, communicating, remotely, electronic, device","
     A control arrangement for communicating remotely with an electronic device comprises a local control unit associated with the electronic device, the local control unit comprising a first non-RF spectrum receiver for non-RF spectrum uplink communication signals and a controller coupled to the first receiver for controlling the electronic device based on the received non-RF spectrum uplink communication signals, and a remote control unit with a first non-RF spectrum transmitter for transmitting the non-RF spectrum uplink communication signals to the local control unit. 
   
   ",Télécommunications,"Rajashekar Durai, KokMeng Wong, Henry Foo",Rohde and Schwarz GmbH and Co KG,Active,,,
https://patents.google.com/patent/US10319223B2,US10319223B2,Methods and systems for generating a traffic prediction,2018-08-09,"method, server, generating, traffic, prediction","
     A method and server for generating a traffic prediction for a target zone is provided. The traffic is caused by feedback and non-feedback vehicles in the target zone. Feedback vehicles are associated with devices that provide signals. The method comprises: tracking signals of devices entering a sample zone which comprise coordinates of devices; processing the signals tracked for the devices, the processing comprises: determining an actual number of feedback vehicles in the sample zone; computing a fill rate parameter which is indicative of an estimated total number of vehicles in the sample zone; and determining a feedback ratio which is indicative of an estimated proportion of feedback and non-feedback vehicles in the sample zone; determining an actual number of feedback vehicles entering the target zone; and generating the traffic prediction for the target zone which is indicative of an estimated number of non-feedback vehicles causing traffic in the target zone. 
   
   ",Télécommunications,"Ilya Aleksandrovich GUBAREV, Ivan Sergeyevich Kargapoltsev, Vitalii Sergeevich Kochurov",YE Hub Armenia LLC,Active,,,
https://patents.google.com/patent/US10319225B2,US10319225B2,"System, method, and computer-readable storage medium for determining road type",2017-05-24,"system, determining, road, type, processing, circuitry","
     A system for determining a road type includes processing circuitry configured to receive information from a plurality of sensors. The information corresponds to one or more of operation of a host vehicle and an environment surrounding the host vehicle. Additionally, the system determines whether one or more of the plurality of sensors detects an off highway event, classifies the road type as a local road in response to one or more of the plurality of sensors detecting an off highway event, determines whether the speed of the host vehicle is greater than a first predetermined speed for a first predetermined amount of time, and classifies the road type as a limited access highway in response to the speed of the host vehicle being greater than the first predetermined speed for the first predetermined amount of time. 
   
   ",Autre,"Trenton B. LINDHOLM, Vladimeros Vladimerou",Toyota Motor Corp,"Expired - Fee Related, expires 2037-06-27",,,
https://patents.google.com/patent/US10319227B2,US10319227B2,Roadway work area safety truck,2018-03-06,"safety, truck, includes:, over-cab, storage, rack, store","
     A safety truck includes: an over-cab storage rack to store nested stacks of barrel-type safety barriers (“traffic delineators”); a man basket (“safety module”) mounted within an inset formed in a flat bed of the safety truck along the left or right side thereof to provide a support platform below the flat bed to enable personnel to ergonomically place the barrel-type safety barriers on a roadway; a sign cage mounted to the flat bed to store components of warning signs; a display board that includes speed detection radar to detect a speed of a vehicle approaching the safety truck, at least one display device to display a message readable from behind the safety truck, and a camera to capture an image of the approaching vehicle; and/or a truck-mounted attenuator (TMA) connected to the rear of the safety truck to absorb kinetic energy of the approaching vehicle colliding with the TMA. 
   
   ",Énergie,"Robert H Roy, Andrew Washburn, Joseph T Piggott, Siddharth Balasubramanian",Royal Truck and Equipment Inc,Active,,,
https://patents.google.com/patent/US10319228B2,US10319228B2,Detecting and responding to sirens,2017-08-29,"technology, relates, detecting, responding, emergency, vehicles.","
     The technology relates to detecting and responding to emergency vehicles. This may include using a plurality of microphones to detect a siren noise corresponding to an emergency vehicle and to estimate a bearing of the emergency vehicle. This estimated bearing is compared to map information to identify a portion of roadway on which the emergency vehicle is traveling. In addition, information identifying a set of objects in the vehicle's environment as well as characteristics of those objects is received from a perception system is used to determine whether one of the set of objects corresponds to the emergency vehicle. How to respond to the emergency vehicle is determined based on the estimated bearing and identified road segments and the determination of whether one of the set of objects corresponds to the emergency vehicle. This determined response is then used to control the vehicle in an autonomous driving mode. 
   
   ",Télécommunications,"David Harrison Silver, Angus Leigh, Benjamin Ingram, Jennifer Taylor, Vaibhav Nangia",Waymo LLC,Active,,,
https://patents.google.com/patent/US10319232B2,US10319232B2,Traffic flow rates,2017-06-19,"techniques, and/or, systems, determining","
     One or more techniques and/or systems are provided for determining a scaled flow rate of traffic for a road segment. For example, probe flow rate information is determined based upon locational information from one or more probe vehicles on a road segment (e.g., a flow rate of probe vehicles corresponding to a sum of probe vehicles identified from time stamped global positioning system coordinates provided by the probe vehicles). Satellite imagery of the road segment is analyzed to identify a count of vehicles on the road segment. Scale factor and offset information is estimated based upon the probe flow rate information and the count of vehicles. The scale factor and offset information is used to scale the probe flow rate information to determine a scaled flow rate that may be a relatively accurate flow rate of traffic, which may correspond to an inferred traffic volume along the road segment. 
   
   ",Autre,Christopher L. Scofield,Inrix Inc,Active,,,
https://patents.google.com/patent/US10319233B2,US10319233B2,Parking support method and parking support device,2015-10-22,"parking, assist, method, assisting, parking, subject","
     A parking assist method for assisting parking of a subject vehicle uses a parking assist apparatus comprising a controller and a display. The controller guides the subject vehicle to a parking space. The parking assist method includes detecting available parking spaces into which the subject vehicle can be parked, setting a parking space suitable for parking of the subject vehicle among the detected plurality of available parking spaces as a recommended available parking space in accordance with the traveling state of the subject vehicle, displaying the recommended available parking space on the display, setting the recommended available parking space displayed on the display as a target parking space for the subject vehicle on the basis of an operation by a driver or passenger, and performing automated control of the subject vehicle to park the subject vehicle into the target parking space. 
   
   ",Télécommunications,Yasuhisa Hayakawa,Nissan Motor Co Ltd,Active,,,
https://patents.google.com/patent/US10319240B2,US10319240B2,Open architecture for flight management system,2016-12-22,"method, managing, avionic, data, between, flight, management","
     A method for managing avionic data between a flight management system FMS and one or more clients, the FMS comprising resources accessible through avionic services Ci (1,n); the execution of the Ci (1,n) determining an avionic functionality Fj (1,m); each of the Fj (1,m) associated with an intrusiveness parameter Ik and a criticality parameter Ck; the method comprises the steps of receiving a request specifying the call to an Fj (1,m); and determining a predefined execution right for a Ci (1,n), dependent on the predefined intrusiveness and/or criticality parameters associated with the Fj (1,m). Developments describe particularly the comparison of the execution rights, notice of a rejection, various avionic services and functionalities, the management of criticality ranges, consideration of the flight context, etc. Software and system aspects are described (e.g. equipment of EFB type). 
   
   ",Télécommunications,Julien BEERNAERT,Thales SA,"Active, expires 2037-02-28",,,
https://patents.google.com/patent/US10319241B2,US10319241B2,Managing flight paths of a soaring aircraft with crowd sourcing,2018-01-12,"Disclosed, novel, system, method, adjusting","
     Disclosed is a novel system and method for adjusting a flight path of an aircraft. The method begins with computing a flight path of an aircraft from a starting point to an ending point which incorporates predicted weather effects at different points in space and time. An iterative loop is entered for the flight path. Each of the following steps are performed in the iterative loop. First lift data is accessed from a fine-grain weather model associated with a geographic region of interest. The lift data is data to calculate a force that directly opposes a weight of the aircraft. In addition, lift data is accessed from sensors coupled to the aircraft. The lift data is one or more of 1) thermal data, 2) ridge lift data, 3) wave lift data, 3) convergence lift data, and 4) a dynamic soaring lift data. Numerous embodiments are disclosed. 
   
   ",Intelligence Artificielle,"Timothy M. Lynar, Olivia J. SMITH, John M. Wagner",International Business Machines Corp,Active,,,
https://patents.google.com/patent/US10319244B2,US10319244B2,Coordinated planning with graph sharing over networks,2015-09-14,"method, path, planning, plurality, vehicles","
     A method for path planning for a plurality of vehicles in a mission space includes determining, with a processor, information indicative of a first local graph of a first vehicle; receiving, with the processor over a communication link, information indicative of a second local graph from a second vehicle; assembling, with the processor, information indicative of a global graph in response to the receiving of the second local graph; wherein the global graph includes information assembled from the first local graph and the second local graph; and wherein the global graph indicates connectivity of objectives for each vehicle of the plurality of vehicles in the mission space. 
   
   ",Télécommunications,"Harshad S. Sane, George Nicholas Loussides, Igor Cherepinsky, Brendan J. Englot",Sikorsky Aircraft Corp,Active,,,
https://patents.google.com/patent/US10319248B2,US10319248B2,Aircraft stand management,2017-08-15,"Methods,, devices,, systems, aircraft, stand, management, described","
     Methods, devices, and systems for aircraft stand management are described herein. One device includes a memory, and a processor to execute executable instructions stored in the memory to receive information associated with arriving and departing flights at an airport, determine, using the received information, whether a conflict exists at a parking stand of the airport assigned to an aircraft, generate, using the received information, an airfield parking stand analysis, including a time chart for the parking stand and a list of different parking stands to assign to the aircraft in response to a conflict existing at the parking stand, and a user interface to display the airfield parking stand analysis in a single integrated display. 
   
   ",Intelligence Artificielle,"Andrea Antonini, Karel Macek, Maksood Moidin Kadike",Honeywell International Inc,Active,,,
https://patents.google.com/patent/US10319249B2,US10319249B2,Facial expression recognition in educational learning systems,2013-11-21,"Method,, systems,, media, participating, conducting","
     Method, systems, and media for participating in and conducting a learning session of a collaborative network. Various embodiments of methods, systems, and media for participating in a learning session of a collaborative network are presented. User image data is received. The user image data is converted into expressive avatar information comprising an avatar identifier and an avatar emotion identifier. The expressive avatar information is transmitted. Altered instructional content is received, wherein the altered instructional content is an alteration of the instructional content and the alteration is based on a plurality of avatar identifiers and a plurality of avatar emotion identifiers, wherein the plurality of avatar identifiers comprises at least the avatar identifier, and wherein the plurality of avatar emotion identifiers comprises at least the avatar emotion identifier. User image data may be converted into expressive avatar data using facial expression recognition techniques. 
   
   ",Télécommunications,Ken Otwell,Laureate Education Inc,"Active, expires 2035-02-08",,,
https://patents.google.com/patent/US10319250B2,US10319250B2,Pronunciation guided by automatic speech recognition,2017-02-22,"Speech, synthesis, chooses, pronunciations, words, multiple, acceptable, pronunciations","
     Speech synthesis chooses pronunciations of words with multiple acceptable pronunciations based on an indication of a personal, class-based, or global preference or an intended non-preferred pronunciation. A speaker's words can be parroted back on personal devices using preferred pronunciations for accent training. Degrees of pronunciation error are computed and indicated to the user in a visual transcription or audibly as word emphasis in parroted speech. Systems can use sets of phonemes extended beyond those generally recognized for a language. Speakers are classified in order to choose specific phonetic dictionaries or adapt global ones. User profiles maintain lists of which pronunciations are preferred among ones acceptable for words with multiple recognized pronunciations. Systems use multiple correlations of word preferences across users to predict use preferences of unlisted words. Speaker-preferred pronunciations are used to weight the scores of transcription hypotheses based on phoneme sequence hypotheses in speech engines. 
   
   ",Intelligence Artificielle,"Kiran Garaga Lokeswarappa, Jonah Probell","Ocean Ii Plo Administrative Agent And Collateral Agent AS LLC, Soundhound AI IP Holding LLC, Soundhound AI IP LLC","Active, expires 2037-03-07",,,
https://patents.google.com/patent/US10319251B2,US10319251B2,Networked activity monitoring via electronic tools in an online group learning course and regrouping students during the course based on the monitored activity,2016-09-14,"system, method, monitoring, aggregating,","
     A system and method is provided for monitoring and aggregating, via a network, performance information that indicates scholastic achievement and electronic communications of students participating in an online group learning course, conducted electronically via the network during a course term, in which the students are initially grouped into groups and then regrouped during the course term based on the aggregated performance information, according to an implementation of the invention. The performance information may indicate a performance of a student in the course. The system may provide electronic tools to users. The system may monitor the tools to determine communication and social activity, as well as academic achievement of the students. The communication activity, social activity, and the academic achievement may be used to dynamically regroup students during a course term. 
   
   ",Télécommunications,"Scott Mckay MARTIN, Peter Joseph CHICK, Daniel Sovanndara TE, Brandon Parker WILLIAMS",Scriyb LLC,Expired - Fee Related,,,
https://patents.google.com/patent/US10319252B2,US10319252B2,Language capability assessment and training apparatus and techniques,2005-11-09,"learning, system, text-to-text, application, such, as","
     A learning system for a text-to-text application such as a machine translation system. The system has questions, and a matrix of correct answers to those questions. Any of the many different correct answers within the matrix can be considered as perfectly correct answers to the question. The system operates by displaying a question, which may be a phrase to be translated, and obtaining an answer to the question from the user. The answer is compared against the matrix and scored. Feedback may also be provided to the user. 
   
   ",Intelligence Artificielle,"Michel Galley, Kevin Knight, Daniel Marcu",SDL Inc,Active,,,
https://patents.google.com/patent/US10319253B2,US10319253B2,Cognitive workload awareness,2017-01-06,"determining, cognitive, workload, awareness, driving, context,, apparatus","
     For determining cognitive workload awareness in driving context, an apparatus is disclosed. In some embodiments, the apparatus includes an activity monitor module that monitors driving activities of a driver. The apparatus includes a workload analysis module that determines a cognitive workload of the driver associated with the driving activities of the driver. Further, the apparatus includes a question-and-answer (QnA) dispatch module that determines an available QnA cognitive workload of the driver for performing QnA tasks based on the cognitive workload while ensuring a safe cognitive workload boundary associated with the driving activities of the driver. 
   
   ",Intelligence Artificielle,"Inseok Hwang, Su Liu, Eric J. Rozner, Chin Ngai Sze",International Business Machines Corp,"Active, expires 2037-06-18",,,
https://patents.google.com/patent/US10319255B2,US10319255B2,Measuring language learning using standardized score scales and adaptive assessment engines,2016-11-08,"invention, allows, language, learning, platform, calculate","
     The present invention allows a language learning platform to calculate a user's overall language skill. This may be performed as a standalone test or before, during and/or after a language course. The language learning platform may perform a Pre-CAT process, a CAT process, a stage 2-fixed form process and a scoring and reporting process. The Pre-CAT process is designed to quickly get an initial estimate of the user's overall language skill. The CAT processes improves on the accuracy of the Pre-CAT process, preferably until the conditional standard error of measurement for the user's overall language skill is less than a predetermined number. The stage 2-fixed form process may use the user's overall language skill to select speaking, listening and writing assessment items of an appropriate difficulty for the user. The language learning platform may score the responses of the user, present the measured user's overall language skill to the user and save the user's overall language skill in a database for use in future tests. 
   
   ",Sécurité,"David Booth, Paul Seddon",Pearson Education Inc,"Active, expires 2037-01-11",,,
https://patents.google.com/patent/US10319268B2,US10319268B2,Ambient light color compensating device,2017-05-19,"Systems, methods, provide, compensation, ambient, light","
     Systems and methods that provide compensation for ambient light in a location of a display device are described. According to various embodiments, a method of compensating for ambient light in a display device is provided. According to the method, an ambient light measurement may be received. The ambient light measurement may include information concerning the intensity of the ambient light present at the location of the display device, the spectrum of the ambient light present at the display device (e.g., color temperature, white balance, or wavelength), and/or both an intensity and a spectrum of the ambient light. 
   
   ",Autre,Jason Hartlove,Shoei Chemical Inc,"Active, expires 2037-07-10",,,
https://patents.google.com/patent/US10319352B2,US10319352B2,Notation for gesture-based composition,2017-04-28,"Various, systems, methods, air, gesture-based, composition, instruction","
     Various systems and methods for air gesture-based composition and instruction systems are described herein. A composition system for composing gesture-based performances may receive an indication of an air gesture performed by a user; reference a mapping of air gestures to air gesture notations to identify an air gesture notation corresponding to the air gesture; and store an indication of the air gesture notation in a memory of the computerized composition system. Another system used for instruction may present a plurality of air gesture notations in a musical arrangement; receive an indication of an air gesture performed by a user; reference a mapping of air gestures to air gesture notations to identify an air gesture notation corresponding to the air gesture; and guide the user through the musical arrangement by sequentially highlighting the air gesture notations in the musical arrangement based on the mapping of air gestures to air gesture notations. 
   
   ",Intelligence Artificielle,"Swarnendu Kar, Dipika Jain, Yingxi A Lin, Saurin Shah",Intel Corp,Expired - Fee Related,,,
https://patents.google.com/patent/US10319363B2,US10319363B2,Audio human interactive proof based on text-to-speech and semantics,2012-02-17,"text-to-speech, audio, HIP, technique, described, embodiments","
     The text-to-speech audio HIP technique described herein in some embodiments uses different correlated or uncorrelated words or sentences generated via a text-to-speech engine as audio HIP challenges. The technique can apply different effects in the text-to-speech synthesizer speaking a sentence to be used as a HIP challenge string. The different effects can include, for example, spectral frequency warping; vowel duration warping; background addition; echo addition; and varying the time duration between words, among others. In some embodiments the technique varies the set of parameters to prevent using Automated Speech Recognition tools from using previously used audio HIP challenges to learn a model which can then be used to recognize future audio HIP challenges generated by the technique. Additionally, in some embodiments the technique introduces the requirement of semantic understanding in HIP challenges. 
   
   ",Autre,"Yao Qian, Frank Kao-Ping Soong, Bin Benjamin Zhu",Microsoft Technology Licensing LLC,Active,,,
https://patents.google.com/patent/US10319364B2,US10319364B2,Artificial intelligence-based text-to-speech system and method,2018-05-17,"technique, improves, training, speech, quality, text-to-speech","
     A technique improves training and speech quality of a text-to-speech (TTS) system having an artificial intelligence, such as a neural network. The TTS system is organized as a front-end subsystem and a back-end subsystem. The front-end subsystem is configured to provide analysis and conversion of text into input vectors, each having at least a base frequency, f 0 , a phenome duration, and a phoneme sequence that is processed by a signal generation unit of the back-end subsystem. The signal generation unit includes the neural network interacting with a pre-existing knowledgebase of phenomes to generate audible speech from the input vectors. The technique applies an error signal from the neural network to correct imperfections of the pre-existing knowledgebase of phenomes to generate audible speech signals. Speech signal specific modelling techniques in combination with applied psychoacoustic principles drive training efficiency of neural networks with positive impact on quality of generated speech signals. 
   
   ",Télécommunications,"Martin Reber, Vijeta Avijeet",Telepathy Labs Inc,Active,,,
https://patents.google.com/patent/US10319366B2,US10319366B2,Predicting recognition quality of a phrase in automatic speech recognition systems,2017-04-03,"method, predicting, speech, recognition, quality","
     A method for predicting a speech recognition quality of a phrase comprising at least one word includes: receiving, on a computer system including a processor and memory storing instructions, the phrase; computing, on the computer system, a set of features comprising one or more features corresponding to the phrase; providing the phrase to a prediction model on the computer system and receiving a predicted recognition quality value based on the set of features; and returning the predicted recognition quality value. 
   
   ",Télécommunications,"Amir Lev-Tov, Avraham Faizakof, Yochai Konig",Genesys Cloud Services Inc,Active,,,
https://patents.google.com/patent/US10319367B2,US10319367B2,Speech signal processing method and speech signal processing apparatus,2015-11-09,"speech, signal, processing, method, user, terminal, includes:","
     A speech signal processing method of a user terminal includes: receiving a speech signal, detecting a personalized information section including personal information in the speech signal, performing data processing on the personalized information section of the speech signal by using a personalized model generated based on the personal information, and receiving, from a server, a result of the data processing performed by the server on a general information section of the speech signal that is different than the personalized information section of the speech signal. 
   
   ",Télécommunications,"Tae-Yoon Kim, Sang-Ha Kim, Sung-Soo Kim, Jin-sik LEE, Chang-woo HAN, Eun-Kyoung Kim, Jae-won Lee",Samsung Electronics Co Ltd,"Active, expires 2037-03-10",,,
https://patents.google.com/patent/US10319368B2,US10319368B2,"Meaning generation method, meaning generation apparatus, and storage medium",2017-06-09,"meaning, generation, method,, meaning, generation, apparatus,","
     A meaning generation method, in a meaning generation apparatus, includes acquiring meaning training data including text data of a sentence that can be an utterance sentence and meaning information indicating a meaning of the sentence and associated with the text data of the sentence, acquiring restatement training data including the text data of the sentence and text data of a restatement sentence of the sentence, and learning association between the utterance sentence and the meaning information and the restatement sentence. The learning includes learning of a degree of importance of a word included in the utterance sentence, and the learning is performed by applying the meaning training data and the restatement training data to a common model, and storing a result of the learning as learning result information. 
   
   ",Intelligence Artificielle,"Takashi USHIO, Katsuyoshi Yamagami",Panasonic Intellectual Property Management Co Ltd,Active,,,
https://patents.google.com/patent/US10319369B2,US10319369B2,"Methods for the automated generation of speech sample asset production scores for users of a distributed language learning system, automated accent recognition and quantification and improved speech recognition",2016-09-22,"Methods, automated, generation, speech, sample, asset, production, scores","
     Methods for automated generation of speech sample asset production scores for users of a distributed language learning system, automated accent recognition and quantification and improved speech recognition. Utilizing a trained supervised machine learning module which is trained utilizing a training set comprising a plurality of production speech sample asset recordings, associated production scores generated by system users performing perception exercises and user background information. The trained supervised machine learning module may be configured for automated accent recognition, by feeding a candidate production speech sample asset so as to automate the generation of a speech sample asset production score and user background information. As such, the user background information may be translated into an accent type categorization and the speech sample asset production score may be translated into an accent strength. In further embodiments, the accent type categorization generated using the trained system may be utilized for improved speech recognition. 
   
   ",Télécommunications,"Gregory CASSAGNE, Philipp SCHAPOTSCHNIKOW",Vendome Consulting Pty Ltd,Active,,,
https://patents.google.com/patent/US10319370B2,US10319370B2,System and method for data-driven socially customized models for language generation,2018-05-14,"Systems,, methods,, computer-readable, storage, devices, generating, speech, using","
     Systems, methods, and computer-readable storage devices for generating speech using a presentation style specific to a user, and in particular the user's social group. Systems configured according to this disclosure can then use the resulting, personalized, text and/or speech in a spoken dialogue or presentation system to communicate with the user. For example, a system practicing the disclosed method can receive speech from a user, identify the user, and respond to the received speech by applying a personalized natural language generation model. The personalized natural language generation model provides communications which can be specific to the identified user. 
   
   ",Sécurité,"Taniya MISHRA, Alistair D. Conkie, Svetlana STOYANCHEV",AT&T Intellectual Property I LP,Active,,,
https://patents.google.com/patent/US10319372B2,US10319372B2,Voice command triggered speech enhancement,2017-08-28,"Received, data, representing, speech, stored,, trigger, detection","
     Received data representing speech is stored, and a trigger detection block detects a presence of data representing a trigger phrase in the received data. In response, a first part of the stored data representing at least a part of the trigger phrase is supplied to an adaptive speech enhancement block, which is trained on the first part of the stored data to derive adapted parameters for the speech enhancement block. A second part of the stored data, overlapping with the first part of the stored data, is supplied to the adaptive speech enhancement block operating with said adapted parameters, to form enhanced stored data. A second trigger phrase detection block detects the presence of data representing the trigger phrase in the enhanced stored data. In response, enhanced speech data are output from the speech enhancement block for further processing, such as speech recognition. 
   
   ",Intelligence Artificielle,"Robert James Hatfield, Michael Page",Cirrus Logic Inc,Active,,,
https://patents.google.com/patent/US10319373B2,US10319373B2,"Information processing device, information processing method, computer program product, and recognition system",2016-12-23,"information, processing, device, phonetic, converting, unit,","
     An information processing device includes a phonetic converting unit, an HMM converting unit, and a searching unit. The phonetic converting unit converts a phonetic symbol sequence into a hidden Markov model (HMM) state sequence in which states of an HMM are aligned. The HMM converting unit converts the HMM state sequence into a score vector sequence indicating the degree of similarity to a specific pronunciation using a similarity matrix defining the similarity between the states of the HMM. The searching unit searches for a path having a better score for the score vector sequence than that of the other paths out of paths included in a search network and outputs a phonetic symbol sequence corresponding to the retrieved path. 
   
   ",Télécommunications,Manabu Nagao,Toshiba Corp,"Active, expires 2037-01-13",,,
https://patents.google.com/patent/US10319374B2,US10319374B2,Deployed end-to-end speech recognition,2016-11-21,"Embodiments, end-to-end, deep, learning, systems, methods, disclosed","
     Embodiments of end-to-end deep learning systems and methods are disclosed to recognize speech of vastly different languages, such as English or Mandarin Chinese. In embodiments, the entire pipelines of hand-engineered components are replaced with neural networks, and the end-to-end learning allows handling a diverse variety of speech including noisy environments, accents, and different languages. Using a trained embodiment and an embodiment of a batch dispatch technique with GPUs in a data center, an end-to-end deep learning system can be inexpensively deployed in an online setting, delivering low latency when serving users at scale. 
   
   ",Télécommunications,"Bryan Catanzaro, Jingdong Chen, Mike Chrzanowski, Erich Elsen, Jesse Engel, Christopher Fougner, Xu Han, Awni Hannun, Ryan Prenger, Sanjeev Satheesh, Shubhabrata Sengupta, Dani Yogatama, Chong Wang, Jun Zhan, Zhenyao ZHU, Dario Amodei",Baidu USA LLC,Active,,,
https://patents.google.com/patent/US10319375B2,US10319375B2,Audio message extraction,2016-12-28,"Audio, data,, corresponding, utterance, spoken, by, person","
     Audio data, corresponding to an utterance spoken by a person within a detection range of a voice communications device, can include an audio message portion. The audio data can be captured and analyzed to determine the intent to send a message. Based at least in part upon that intent, a remaining portion of the audio data can be analyzed to determine the intended message target or recipient, as well as the portion corresponding to the actual message payload. Once determined, the audio file can be trimmed to the message payload, and the message payload of the audio data can be delivered as an audio message to the target recipient. 
   
   ",Intelligence Artificielle,"Neil Christopher Fritz, Lakshya Bhagat, Scott Southwood, Katelyn Doran, Brett Lounsbury, Christo Frank Devaraj",Amazon Technologies Inc,Active,,,
https://patents.google.com/patent/US10319376B2,US10319376B2,Geo-spatial event processing,2015-04-20,"geo-spatial, grammar, comprises, rules,, syntax,, other, means, by","
     A geo-spatial grammar comprises rules, syntax, and other means by which a data input is determined to have a meaning associated with a particular event. The event may then be provided to an application, such as a calendaring or messaging application. As a benefit, an input, such as a user speaking the phrase, “I'll be there in an hour,” may be interpreted, via the geo-spatial grammar, as an event (e.g., “I'll be in the office,” “I'll join you for dinner,” “I'll be home,” etc.). An application may then perform an action based upon the event (e.g., reschedule the meeting that starts in five minutes, present directions to the restaurant on the user's car's navigation system, notify the user's spouse, etc.). 
   
   ",Télécommunications,"George William Erhart, Valentine C. Matula, David Joseph Skiba",Avaya Inc,"Active, expires 2029-10-24",,,
https://patents.google.com/patent/US10319378B2,US10319378B2,Interaction apparatus and method,2016-09-06,"According, embodiment,, interaction, apparatus, interaction","
     According to one embodiment, an interaction apparatus includes an interaction apparatus includes a storage, a first extractor, a retriever, a generator, a second extractor and a register. The storage stores a problem and at least one solution for solving the problem. The first extractor extracts a target problem which is an expression regarded as the problem, from a first speech. The generator generates a first speech-prompting sentence prompting the user to make a speech including the target solution if the storage stores no target solution or if the user rejects the target solution. The second extractor extracts the target solution from a second speech which is a response of the user relating to the first speech-prompting sentence. The register registers, on the storage, the target problem and the target solution. 
   
   ",Autre,Yumi Ichimura,Toshiba Corp,"Expired - Fee Related, expires 2035-07-18",,,
https://patents.google.com/patent/US10319379B2,US10319379B2,Methods and systems for voice dialogue with tags in a position of text for determining an intention of a user utterance,2017-09-14,"voice, dialog, system, includes:, voice, input, unit, which","
     A voice dialog system includes: a voice input unit which acquires a user utterance, an intention understanding unit that interprets an intention of utterance of a voice acquired by the voice input unit, a dialog text creator that creates a text of a system utterance, and a voice output unit that outputs the system utterance as voice data. When creating a text of a system utterance, the dialog text creator creates the text by inserting a tag in a position in the system utterance. The intention understanding unit interprets an utterance intention of a user in accordance with whether a timing at which the user utterance is made is before or after an output of a system utterance at a position corresponding to the tag from the voice output unit. 
   
   ",Sécurité,"Atsushi Ikeno, Yusuke JINGUJI, Toshifumi Nishijima, Fuminori Kataoka, Hiromi Tonegawa, Norihide Umeyama",Toyota Motor Corp,Active,,,
https://patents.google.com/patent/US10319381B2,US10319381B2,Iteratively updating parameters for dialog states,2018-02-14,"interaction, assistant, conducts, multiple, turn, interaction, dialogs","
     An interaction assistant conducts multiple turn interaction dialogs with a user in which context is maintained between turns, and the system manages the dialog to achieve an inferred goal for the user. The system includes a linguistic interface to a user and a parser for processing linguistic events from the user. A dialog manager of the system is configured to receive alternative outputs from the parser, and selecting an action and causing the action to be performed based on the received alternative outputs. The system further includes a dialog state for an interaction with the user, and the alternative outputs represent alternative transitions from a current dialog state to a next dialog state. The system further includes a storage for a plurality of templates, and wherein each dialog state is defined in terms of an interrelationship of one or more instances of the templates. 
   
   ",Intelligence Artificielle,"Jacob Daniel Andreas, Daniel Lawrence Roth, Jesse Daniel Eskes Rusak, Andrew Robert Volpe, Steven Andrew Wegmann, Taylor Darwin Berg-Kirkpatrick, Pengyu Chen, Jordan Rian Cohen, Laurence Steven Gillick, David Leo Wright Hall, Daniel Klein, Michael Newman, Adam David Pauls",Microsoft Technology Licensing LLC,Active,,,
